time,ddrc_rd,ddrc_wr,ipc,ips,mflops,llcm_load,llcm_store,llcm,uncore_imc_0/cas_count_read/,uncore_imc_1/cas_count_read/,uncore_imc_2/cas_count_read/,uncore_imc_3/cas_count_read/,uncore_imc_4/cas_count_read/,uncore_imc_5/cas_count_read/,uncore_imc_0/cas_count_write/,uncore_imc_1/cas_count_write/,uncore_imc_2/cas_count_write/,uncore_imc_3/cas_count_write/,uncore_imc_4/cas_count_write/,uncore_imc_5/cas_count_write/,faultFlag
2022-05-05 15:05:00,17942.51,10532.84,0.63,54798.89,1948.03,44.6,82.47,55.01,3000.38,3001.86,3003.06,2979.62,2979.67,2977.91,1757.69,1759.32,1760.37,1752.44,1752.44,1750.58,0
2022-05-05 15:06:00,103364.0,46388.06,0.3,52217.57,11018.75,88.93,107.44,99.44,17238.08,17239.65,17237.6,17215.38,17214.82,17218.47,7735.91,7735.94,7734.85,7725.49,7726.93,7728.94,0
2022-05-05 15:07:00,106233.2,42493.89,0.45,77348.28,14064.99,98.04,96.67,97.31,17720.11,17722.0,17719.32,17690.7,17688.09,17692.98,7087.54,7088.12,7086.11,7076.55,7075.71,7079.86,0
2022-05-05 15:08:00,97190.19,38733.31,0.49,84794.41,15636.35,85.37,93.44,89.52,16232.81,16235.55,16231.7,16162.74,16160.92,16166.48,6465.95,6465.22,6464.33,6444.49,6444.36,6448.96,10
2022-05-05 15:09:00,56984.27,22892.95,0.98,168850.8,4720.16,85.74,98.93,92.98,9500.5,9500.53,9499.81,9495.49,9493.31,9494.63,3817.6,3817.73,3816.72,3814.15,3812.57,3814.17,10
2022-05-05 15:10:00,15446.68,5111.89,1.0,171536.97,1939.67,83.02,105.76,96.38,2576.35,2575.48,2574.77,2574.15,2572.7,2573.24,853.53,853.04,852.03,851.76,850.58,850.95,10
2022-05-05 15:11:00,69824.93,25062.54,1.02,169300.16,7913.24,83.33,94.92,89.49,11641.54,11641.39,11640.81,11634.65,11632.81,11633.73,4179.85,4180.25,4178.41,4174.89,4173.62,4175.51,10
2022-05-05 15:12:00,81113.6,37764.99,0.92,154837.19,10290.92,87.51,102.46,96.78,13531.84,13533.16,13531.2,13505.28,13504.32,13507.8,6298.41,6299.5,6297.47,6289.15,6288.42,6292.04,10
2022-05-05 15:13:00,147.86,88.33,1.0,174409.83,18.75,24.42,34.16,27.04,25.52,25.35,24.72,24.72,23.32,24.23,15.36,15.32,14.62,15.23,13.47,14.34,10
2022-05-05 15:14:00,55.42,47.83,1.0,176268.18,0.43,17.75,36.85,21.28,9.84,10.02,8.8,9.43,8.3,9.02,8.51,8.91,7.41,8.46,6.89,7.65,10
