time,ddrc_rd,ddrc_wr,ipc,ips,mflops,llcm_load,llcm_store,llcm,uncore_imc_0/cas_count_read/,uncore_imc_1/cas_count_read/,uncore_imc_2/cas_count_read/,uncore_imc_3/cas_count_read/,uncore_imc_4/cas_count_read/,uncore_imc_5/cas_count_read/,uncore_imc_0/cas_count_write/,uncore_imc_1/cas_count_write/,uncore_imc_2/cas_count_write/,uncore_imc_3/cas_count_write/,uncore_imc_4/cas_count_write/,uncore_imc_5/cas_count_write/,faultFlag
2022-05-04 12:57:37,47.48,48.85,0.12,230.46,0.0,14.64,31.91,18.44,8.4,8.25,8.05,7.44,9.62,5.72,8.55,8.68,8.24,7.48,10.49,5.41,0
2022-05-04 12:58:37,69.01,72.64,1.98,7722.09,4.41,11.62,69.54,22.9,11.92,12.24,11.98,11.4,11.26,10.2,12.26,12.83,12.46,12.29,12.13,10.67,0
2022-05-04 12:59:37,7269.57,1099.33,0.54,2581.44,0.0,94.8,28.79,84.52,1218.14,1217.83,1218.23,1204.73,1207.33,1203.31,185.54,185.26,185.19,180.73,183.98,178.64,0
2022-05-04 13:00:37,45.27,32.62,1.73,6767.98,0.0,18.14,53.94,21.48,7.59,8.0,7.41,7.85,7.72,6.71,5.42,6.12,5.42,5.81,5.59,4.27,0
2022-05-04 13:01:37,52.81,31.89,1.5,5954.62,0.0,11.43,51.99,16.73,8.77,9.1,8.92,9.23,9.15,7.64,5.31,5.81,5.48,5.81,5.65,3.82,0
2022-05-04 13:02:37,53.09,32.69,1.6,6393.88,0.0,12.05,46.88,16.99,8.86,8.98,9.04,9.13,9.55,7.52,5.52,5.79,5.67,5.77,6.22,3.73,0
2022-05-04 13:03:37,52.93,33.54,1.66,6588.84,0.0,12.39,44.54,17.19,8.88,8.94,8.98,9.17,9.52,7.43,5.65,5.86,5.78,5.98,6.41,3.85,0
2022-05-04 13:04:37,97.98,39.84,1.6,6603.16,0.0,12.11,39.88,16.45,16.1,16.83,16.5,16.61,16.7,15.24,6.38,7.23,6.92,6.94,7.23,5.13,0
2022-05-04 13:05:37,3634.5,3387.59,1.39,6660.51,0.0,41.36,28.75,39.54,605.88,606.31,606.02,605.48,607.02,603.79,564.65,565.26,564.99,564.06,566.55,562.08,0
2022-05-04 13:06:37,65.44,88.95,2.15,8483.32,0.0,21.84,62.04,28.51,11.2,11.77,11.12,10.79,10.88,9.69,14.82,15.46,14.65,15.18,15.29,13.55,0
2022-05-04 13:07:37,68.18,86.24,2.14,8507.86,0.0,24.25,65.42,30.42,11.58,12.28,11.54,11.28,11.22,10.27,14.35,15.05,14.25,14.77,14.64,13.17,0
2022-05-04 13:08:37,3322.4,165.43,0.95,4609.37,0.0,59.16,27.35,55.84,554.26,554.43,554.18,553.01,555.24,551.27,27.7,28.02,27.7,26.99,30.11,24.9,0
2022-05-04 13:09:37,396.43,734.55,1.16,4828.89,0.0,49.64,38.44,42.33,72.43,73.41,72.04,59.98,60.25,58.31,124.73,124.94,124.22,120.82,121.14,118.7,0
