time,usr_cpu,nice,kernel_cpu,idle,iowait,irq,softirq,steal,guest,guest_nice,ctx_switches,interrupts,soft_interrupts,syscalls,freq,load1,load5,load15,mem_total,mem_avail,mem_percent,mem_used,free,mem_active,mem_inactive,buffers,cached,handles_num,pgpgin,pgpgout,fault,majflt,pgscank,pgsteal,pgfree,faultFlag
2022-05-04 13:27:00,5373010.99,0.78,667402.63,15826311.4,20425.34,0.0,8520.86,0.0,0.0,0.0,1296698119,7782903791,7523257005,0,2055.753846153846,63.16,41.43,27.21,201218748416,195322388480,2.9,5105246208,189073924096,2651369472,2651369472,179961856,6859616256,9472,5846383,281835662,7186609542,65531,30281834,1349816,26805886152,0
2022-05-04 13:28:00,5376576.84,0.78,667657.12,15826327.55,20425.51,0.0,8527.81,0.0,0.0,0.0,1296924777,7787592116,7528187302,0,2792.0,65.56,46.1,29.71,201218748416,171479228416,14.8,28936118272,165229297664,2307977216,2307977216,179961856,6873370624,10112,5846383,282024730,7196637656,65531,30281834,1349816,26818198305,0
2022-05-04 13:29:00,5380233.61,0.78,667836.76,15826327.56,20425.51,0.0,8535.18,0.0,0.0,0.0,1296998920,7792215312,7533017613,0,2848.353846153846,66.57,49.94,32.05,201218748416,171273572352,14.9,29141741568,165023350784,2308005888,2308005888,179961856,6873694208,10240,5846383,282025010,7200421553,65531,30281834,1349816,26835498335,0
2022-05-04 13:30:00,5383888.27,0.78,668018.81,15826327.56,20425.51,0.0,8542.24,0.0,0.0,0.0,1297072772,7796825491,7537813908,0,2771.5230769230766,66.57,52.98,34.22,201218748416,172204052480,14.4,28211261440,165953798144,2308018176,2308018176,179961856,6873726976,10624,5846383,282025682,7204168454,65531,30281834,1349816,26853811763,0
2022-05-04 13:31:00,5386806.02,0.78,668941.92,15826327.56,20425.51,0.0,8545.15,0.0,0.0,0.0,1297172403,7801114677,7542390322,0,2840.0923076923077,70.66,56.56,36.62,201218748416,171074027520,15.0,29341253632,164822327296,2308161536,2308161536,179961856,6875205632,10880,5846383,282026458,7206771583,65536,30281834,1349816,26862496112,30
2022-05-04 13:32:00,5389486.3,0.78,670103.86,15826327.56,20425.51,0.0,8546.71,0.0,0.0,0.0,1297275750,7805336755,7546875160,0,2818.815384615385,72.77,59.72,38.95,201218748416,171022065664,15.0,29393215488,164769349632,2308177920,2308177920,179961856,6876221440,11008,5846383,282026770,7208921744,65536,30281834,1349816,26868266937,30
2022-05-04 13:33:00,5392228.66,0.78,671203.4,15826327.56,20425.51,0.0,8548.59,0.0,0.0,0.0,1297379148,7809557425,7551338290,0,2801.338461538461,74.1,62.47,41.2,201218748416,171416391680,14.8,28998889472,165163347968,2308186112,2308186112,179961856,6876549120,11136,5846383,282027086,7211175341,65536,30281834,1349816,26876230811,30
2022-05-04 13:34:00,5394960.02,0.78,672313.88,15826327.56,20425.51,0.0,8550.52,0.0,0.0,0.0,1297482061,7813789826,7555817958,0,2824.4615384615386,75.64,65.02,43.41,201218748416,171008122880,15.0,29407158272,164754288640,2308202496,2308202496,179961856,6877339648,11008,5846383,282027466,7213496223,65536,30281834,1349816,26883184462,30
2022-05-04 13:35:00,5397700.81,0.78,673415.08,15826327.56,20425.51,0.0,8552.3,0.0,0.0,0.0,1297585842,7818017963,7560301236,0,2795.9692307692308,76.27,67.14,45.49,201218748416,171057459200,15.0,29357817856,164802969600,2308202496,2308202496,179965952,6877995008,11136,5846383,282027702,7215774694,65536,30281834,1349816,26890179951,30
2022-05-04 13:36:00,5400440.6,0.78,674517.17,15826327.56,20425.51,0.0,8554.2,0.0,0.0,0.0,1297690446,7822260326,7564841583,0,2860.615384615385,76.03,68.73,47.39,201218748416,171101257728,15.0,29314011136,164846571520,2308210688,2308210688,179965952,6878199808,11136,5846383,282028338,7217877689,65536,30281834,1349816,26897109691,30
2022-05-04 13:37:00,5403165.09,0.78,675634.77,15826327.56,20425.51,0.0,8555.89,0.0,0.0,0.0,1297794356,7826492326,7569325398,0,2865.5384615384614,75.56,69.98,49.16,201218748416,170975305728,15.0,29439975424,164720267264,2308214784,2308214784,179970048,6878535680,11392,5846383,282029094,7220147965,65536,30281834,1349816,26904007842,30
2022-05-04 13:38:00,5405913.31,0.78,676728.42,15826327.56,20425.51,0.0,8557.79,0.0,0.0,0.0,1297897332,7830716686,7573771742,0,2818.6769230769232,74.81,70.82,50.76,201218748416,171061788672,15.0,29353492480,164806795264,2308227072,2308227072,179970048,6878490624,11392,5846383,282029362,7222514059,65536,30281834,1349816,26912027708,30
2022-05-04 13:39:00,5408607.76,0.78,677876.19,15826327.56,20425.51,0.0,8559.35,0.0,0.0,0.0,1298001130,7834932987,7578240965,0,2825.8615384615387,74.08,71.36,52.2,201218748416,171065626624,15.0,29349654528,164810289152,2308231168,2308231168,179970048,6878834688,11392,5846383,282029642,7224623731,65536,30281834,1349816,26917826605,30
2022-05-04 13:40:00,5411380.44,0.78,678945.27,15826327.56,20425.51,0.0,8561.36,0.0,0.0,0.0,1298105164,7839159228,7582731695,0,2827.876923076923,73.08,71.58,53.47,201218748416,171021025280,15.0,29394255872,164765851648,2308255744,2308255744,179970048,6878670848,11520,5846383,282030418,7226882023,65536,30281834,1349816,26925824544,30
2022-05-04 13:41:00,5414084.39,0.78,680083.44,15826327.57,20425.51,0.0,8563.02,0.0,0.0,0.0,1298209010,7843391222,7587221932,0,2806.4769230769234,71.98,71.56,54.6,201218748416,171033735168,15.0,29381545984,164778336256,2308251648,2308251648,179970048,6878896128,11264,5846383,282030706,7229086203,65536,30281834,1349816,26932742589,30
